zoned_school,current_placement,current_school,school_level,asian,black,hispanic,indian,multi,white,grand_total,file
Shaw,Charter,LEGACY PREPARATORY ACADEMY,K-8,NA,2,2,NA,NA,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Charter,NEW SPRINGS SCHOOL,K-8,NA,1,2,NA,NA,1,4,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Charter,PLATO ACADEMY TAMPA CHARTER SCH,K-8,NA,NA,1,NA,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Charter,SLAM ACADEMY TAMPA ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Charter,THE COLLABORATORY PREP ACADEMY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Charter,TRINITY SCHOOL FOR CHILDREN,K-8,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Charter,VILLAGE OF EXCELLENCE,Elem,NA,6,2,NA,NA,NA,8,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Charter,WALTON ACADEMY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Charter,WOODMONT CHARTER SCHOOL,K-8,NA,5,1,NA,NA,NA,6,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,CARROLLWOOD K-8 SCHOOL,K-8,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,CHILES ELEMENTARY,Elem,NA,NA,NA,NA,NA,2,2,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,EGYPT LAKE ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,FOREST HILLS ELEMENTARY,Elem,NA,4,2,NA,NA,NA,6,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,HAMMOND ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,LAKE MAGDALENE ELEMENTARY,Elem,NA,3,2,NA,NA,NA,5,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,LUTZ K-8 SCHOOL,K-8,NA,NA,2,NA,NA,1,3,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,MANISCALCO K-8 SCHOOL,K-8,NA,NA,3,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,MORT ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,PIZZO K-8 SCHOOL,K-8,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,SEMINOLE HEIGHTS ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,SHAW ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,SULPHUR SPRINGS K-8,K-8,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,TAMPA BAY BOULEVARD ELEMENTARY,Elem,NA,NA,NA,NA,NA,2,2,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,TAMPA PALMS ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,TEMPLE TERRACE ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,TURNER BARTELS K-8,K-8,NA,1,3,NA,NA,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,WITTER ELEMENTARY,Elem,NA,2,2,NA,2,1,7,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Choice,WOODSON K-8,K-8,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,ESE Placed,LAKE MAGDALENE ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Magnet,DUNBAR ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Magnet,LOCKHART ELEMENTARY MAGNET,Elem,NA,7,NA,NA,NA,NA,7,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Magnet,LOMAX ELEMENTARY MAGNET,Elem,NA,1,1,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Magnet,MULLER ELEMENTARY MAGNET,Elem,3,8,12,NA,NA,NA,23,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Magnet,RAMPELLO K-8,K-8,NA,NA,1,NA,1,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Magnet,RIVERHILLS ELEMENTARY MAGNET,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Magnet,ROLAND PARK K-8 MAGNET,K-8,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Magnet,SHORE ELEMENTARY,Elem,NA,1,1,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Magnet,TAMPA HEIGHTS ELEM MAGNET,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,CANNELLA ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,CHILES ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,CRESTWOOD ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,EDISON ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,EGYPT LAKE ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,FOREST HILLS ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,JAMES ELEMENTARY,Elem,NA,3,NA,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,LAKE MAGDALENE ELEMENTARY,Elem,NA,NA,1,NA,1,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,MULLER ELEMENTARY MAGNET,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,PIZZO K-8 SCHOOL,K-8,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,SEMINOLE HEIGHTS ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,SHAW ELEMENTARY,Elem,6,194,324,2,20,23,569,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,SHEEHY ELEMENTARY,Elem,NA,1,1,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,SULLIVAN PARTNERSHIP ELEM,Elem,NA,1,NA,NA,1,1,3,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,SULPHUR SPRINGS K-8,K-8,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,TURNER BARTELS K-8,K-8,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,TWIN LAKES ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,WASHINGTON ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Shaw,Neighborhood,WITTER ELEMENTARY,Elem,NA,5,4,NA,1,NA,10,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Charter,CHANNELSIDE ACAD MATH AND SCI,K-8,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Charter,CREEKSIDE CHARTER ACADEMY,K-8,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Charter,DR KIRAN C PATEL ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Charter,HENDERSON HAMMOCK CHARTER SCH,K-8,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Charter,LEGACY PREPARATORY ACADEMY,K-8,NA,1,NA,NA,1,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Charter,NEW SPRINGS SCHOOL,K-8,NA,4,2,NA,NA,NA,6,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Charter,TRINITY SCHOOL FOR CHILDREN,K-8,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Charter,WALTON ACADEMY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Charter,WOODMONT CHARTER SCHOOL,K-8,NA,10,NA,NA,NA,NA,10,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,ALEXANDER ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,CORK ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,EDISON ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,ESSRIG ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,FOSTER ELEMENTARY,Elem,NA,2,2,NA,2,1,7,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,KENLY ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,LAKE MAGDALENE ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,LANIER ELEMENTARY,Elem,NA,NA,3,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,LOCKHART ELEMENTARY MAGNET,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,LOWRY ELEMENTARY,Elem,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,MENDENHALL ELEMENTARY,Elem,NA,NA,4,NA,NA,2,6,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,OAK GROVE ELEMENTARY,Elem,NA,NA,2,NA,NA,2,4,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,PIZZO K-8 SCHOOL,K-8,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,SEMINOLE HEIGHTS ELEMENTARY,Elem,NA,1,1,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,TAMPA BAY BOULEVARD ELEMENTARY,Elem,NA,3,1,NA,NA,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,TAMPA PALMS ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,TWIN LAKES ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,WEST TAMPA ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,WITTER ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Choice,WOODSON K-8,K-8,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Magnet,DUNBAR ELEMENTARY,Elem,NA,1,NA,NA,1,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Magnet,LOCKHART ELEMENTARY MAGNET,Elem,NA,6,1,NA,NA,NA,7,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Magnet,LOMAX ELEMENTARY MAGNET,Elem,NA,6,NA,NA,NA,NA,6,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Magnet,MACFARLANE PARK ELEM MAGNET,Elem,NA,NA,2,NA,1,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Magnet,MULLER ELEMENTARY MAGNET,Elem,NA,4,NA,NA,NA,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Magnet,RIVERHILLS ELEMENTARY MAGNET,Elem,NA,6,NA,NA,NA,NA,6,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Magnet,TAMPA HEIGHTS ELEM MAGNET,Elem,NA,3,1,NA,NA,2,6,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,CLEVELAND ELEMENTARY,Elem,NA,3,NA,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,EDISON ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,FOSTER ELEMENTARY,Elem,NA,6,4,NA,NA,NA,10,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,JAMES ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,KIMBELL ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,LAKE MAGDALENE ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,NA,Level,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,MENDENHALL ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,OAK GROVE ELEMENTARY,Elem,NA,NA,NA,3,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,OAK PARK ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,POTTER ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,ROBLES ELEMENTARY,Elem,1,5,NA,2,NA,1,NA,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,SHAW ELEMENTARY,Elem,NA,1,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,SHEEHY ELEMENTARY,Elem,1,176,NA,55,1,4,NA,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,SHORE ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,TAMPA HEIGHTS ELEM MAGNET,Elem,NA,1,NA,3,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,TWIN LAKES ELEMENTARY,Elem,NA,NA,NA,2,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,WITTER ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Sheehy,Neighborhood,WOODSON K-8,K-8,NA,2,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Charter,ADVANTAGE ACADEMY OF HILLSBOROUGH,K-8,NA,NA,NA,24,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Charter,HILLSBOROUGH ACAD MATH SCIENCE,K-8,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Charter,INDEPENDENCE ACADEMY,K-8,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Charter,SLAM ACADEMY AT APOLLO BEACH,K-8,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Charter,TRINITY SCHOOL FOR CHILDREN,K-8,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Charter,WINTHROP CHARTER SCHOOL,K-8,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Choice,BAILEY ELEMENTARY,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Choice,BEVIS ELEMENTARY,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Choice,BRYAN PLANT CITY ELEMENTARY,Elem,NA,1,NA,2,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Choice,CORK ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,NA,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Choice,JACKSON ELEMENTARY,Elem,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Choice,KNIGHTS ELEMENTARY,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Choice,PINECREST ELEMENTARY,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Choice,ROBINSON ELEMENTARY,Elem,NA,NA,NA,2,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Choice,SPRINGHEAD ELEMENTARY,Elem,NA,1,NA,3,NA,1,NA,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Choice,SYMMES ELEMENTARY,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Choice,TRAPNELL ELEMENTARY,Elem,NA,1,2,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Choice,WALDEN LAKE ELEMENTARY,Elem,NA,NA,3,NA,NA,11,14,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Magnet,LINCOLN ELEMENTARY MAGNET,Elem,NA,6,10,NA,2,12,30,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Magnet,RAMPELLO K-8,K-8,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Neighborhood,BRYAN PLANT CITY ELEMENTARY,Elem,NA,NA,3,NA,NA,2,5,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Neighborhood,BURNEY ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Neighborhood,COLSON ELEMENTARY,Elem,NA,NA,2,NA,NA,1,3,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Neighborhood,CORK ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Neighborhood,JACKSON ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Neighborhood,KNIGHTS ELEMENTARY,Elem,NA,NA,7,NA,1,3,11,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Neighborhood,LINCOLN ELEMENTARY MAGNET,Elem,NA,2,2,NA,NA,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Neighborhood,PINECREST ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Neighborhood,ROBINSON ELEMENTARY,Elem,NA,NA,7,NA,NA,2,9,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Neighborhood,SPRINGHEAD ELEMENTARY,Elem,3,22,393,1,34,181,634,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Neighborhood,TRAPNELL ELEMENTARY,Elem,NA,1,2,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Springhead,Neighborhood,WALDEN LAKE ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Charter,NAVIGATOR ACADEMY OF LEADERSHI,K-8,NA,NA,NA,1,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Charter,SOUTHSHORE CHARTER ACADEMY,K-8,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Charter,VALRICO LAKE ADVANTAGE ACAD,Elem,21,1,6,2,NA,9,39,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Choice,ALAFIA ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Choice,BAILEY ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Choice,BEVIS ELEMENTARY,Elem,9,NA,6,NA,2,22,39,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Choice,BOYETTE SPRINGS ELEMENTARY,Elem,NA,NA,3,NA,NA,6,9,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Choice,BUCKHORN ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Choice,FISHHAWK CREEK ELEMENTARY,Elem,NA,NA,NA,NA,NA,3,3,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Choice,LITHIA SPRINGS ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Choice,PINECREST ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Choice,STOWERS ELEMENTARY,Elem,1,NA,NA,NA,NA,3,4,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Magnet,YORK PK-8 MAGNET SCHOOL,K-8,NA,1,1,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Neighborhood,FROST ELEMENTARY,Elem,NA,NA,NA,NA,2,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Neighborhood,LIMONA ELEMENTARY,Elem,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Neighborhood,LITHIA SPRINGS ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Neighborhood,STOWERS ELEMENTARY,Elem,82,21,154,6,63,471,797,tabula-ElemK8OutReport40thDay2324.csv
Stowers,Neighborhood,YORK PK-8 MAGNET SCHOOL,K-8,NA,NA,NA,NA,2,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,NA,4,3,NA,NA,NA,7,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Charter,CHANNELSIDE ACAD MATH AND SCI,K-8,NA,3,1,NA,NA,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Charter,DR KIRAN C PATEL ELEMENTARY,Elem,NA,1,NA,NA,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Charter,EXCELSIOR PREP CHARTER SCHOOL,Elem,NA,5,1,NA,NA,NA,6,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Charter,HENDERSON HAMMOCK CHARTER SCH,K-8,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Charter,HILLSBOROUGH ACAD MATH SCIENCE,K-8,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Charter,LEARNING GATE COMMUNITY,K-8,NA,NA,NA,NA,1,1,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Charter,LEGACY PREPARATORY ACADEMY,K-8,NA,7,2,NA,NA,NA,9,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Charter,NEW SPRINGS SCHOOL,K-8,NA,9,5,NA,1,2,17,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Charter,PLATO ACADEMY TAMPA CHARTER SCH,K-8,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Charter,SLAM ACADEMY TAMPA ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Charter,VICTORY CHARTER SCHOOL TAMPA,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Charter,VILLAGE OF EXCELLENCE,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Charter,WALTON ACADEMY,Elem,NA,4,NA,NA,2,NA,6,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Charter,WOODMONT CHARTER SCHOOL,K-8,NA,12,2,NA,1,1,16,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,BALLAST POINT ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,BROWARD ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,CARROLLWOOD K-8 SCHOOL,K-8,NA,NA,3,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,CLARK ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,CLEVELAND ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,CRESTWOOD ELEMENTARY,Elem,NA,NA,1,NA,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,EDISON ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,EGYPT LAKE ELEMENTARY,Elem,NA,NA,3,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,FOREST HILLS ELEMENTARY,Elem,NA,2,1,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,FOSTER ELEMENTARY,Elem,NA,5,2,NA,NA,NA,7,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,LAKE MAGDALENE ELEMENTARY,Elem,NA,2,1,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
