district_name,school_name,district_number,school_number,number_of_students,ela_level1_num,ela_level2_num,ela_level3_num,ela_level4_num,ela_level5_num,ela_level1,ela_level2,ela_level3,ela_level4,ela_level5
LAKE,LOST LAKE ELEMENTARY SCHOOL,35,0281,590,98,110,152,143,85,0.16610169491525423,0.1864406779661017,0.2576271186440678,0.2423728813559322,0.1440677966101695
LAKE,MASCOTTE ELEMENTARY SCHOOL,35,0541,356,67,105,86,79,19,0.18820224719101122,0.2949438202247191,0.24157303370786518,0.22191011235955055,0.05337078651685393
LAKE,MINNEOLA CONVERSION CHARTER SCHOOL,35,0261,1131,143,260,316,280,134,0.12643678160919541,0.22988505747126436,0.27939876215738285,0.2475685234305924,0.1184792219274978
LAKE,MT. DORA HIGH SCHOOL,35,0181,696,185,164,146,124,73,0.26580459770114945,0.23563218390804597,0.20977011494252873,0.1781609195402299,0.10488505747126436
LAKE,MT. DORA MIDDLE SCHOOL,35,0411,774,326,142,144,109,56,0.42118863049095606,0.1834625322997416,0.18604651162790697,0.14082687338501293,0.07235142118863049
LAKE,OAK PARK MIDDLE SCHOOL,35,0251,549,270,126,84,49,20,0.4918032786885246,0.22950819672131148,0.15300546448087432,0.08925318761384335,0.03642987249544627
LAKE,PINE RIDGE ELEMENTARY SCHOOL,35,0591,382,90,88,103,78,28,0.2356020942408377,0.23036649214659685,0.2696335078534031,0.20418848167539266,0.07329842931937172
LAKE,PINECREST ACADEMY FOUR CORNERS,35,9027,277,60,55,65,69,28,0.21660649819494585,0.19855595667870035,0.23465703971119134,0.2490974729241877,0.10108303249097472
LAKE,PINECREST ACADEMY TAVARES,35,9039,408,47,69,109,123,63,0.11519607843137254,0.16911764705882354,0.26715686274509803,0.3014705882352941,0.15441176470588236
LAKE,PINECREST LAKES ACADEMY,35,9041,554,18,83,146,188,118,0.032490974729241874,0.14981949458483754,0.26353790613718414,0.33935018050541516,0.21299638989169675
LAKE,PINECREST LAKES MIDDLE/HIGH ACADEMY,35,9061,167,20,22,44,44,37,0.11976047904191617,0.1317365269461078,0.2634730538922156,0.2634730538922156,0.2215568862275449
LAKE,ROUND LAKE ELEMENTARY SCHOOL,35,0149,690,68,152,181,198,90,0.09855072463768116,0.22028985507246376,0.26231884057971017,0.28695652173913044,0.13043478260869565
LAKE,SAWGRASS BAY ELEMENTARY SCHOOL,35,0067,389,132,82,90,63,22,0.3393316195372751,0.21079691516709512,0.23136246786632392,0.16195372750642673,0.056555269922879174
LAKE,SEMINOLE SPRINGS ELEM. SCHOOL,35,0141,242,78,38,65,47,14,0.32231404958677684,0.15702479338842976,0.26859504132231404,0.19421487603305784,0.05785123966942149
LAKE,SORRENTO ELEMENTARY,35,0069,430,102,102,109,82,36,0.2372093023255814,0.2372093023255814,0.2534883720930233,0.19069767441860466,0.08372093023255814
LAKE,SOUTH LAKE HIGH SCHOOL,35,0701,1092,388,277,192,147,87,0.3553113553113553,0.25366300366300365,0.17582417582417584,0.1346153846153846,0.07967032967032966
LAKE,SPRING CREEK CHARTER SCHOOL,35,0631,337,100,88,91,52,7,0.29673590504451036,0.26112759643916916,0.27002967359050445,0.1543026706231454,0.020771513353115726
LAKE,TAVARES ELEMENTARY SCHOOL,35,0551,451,132,113,117,59,28,0.2926829268292683,0.25055432372505543,0.25942350332594233,0.13082039911308205,0.06208425720620843
LAKE,TAVARES HIGH SCHOOL,35,0211,727,301,156,138,87,44,0.4140302613480055,0.21458046767537828,0.18982118294360384,0.11966987620357634,0.06052269601100413
LAKE,TAVARES MIDDLE SCHOOL,35,0213,973,376,231,178,140,52,0.3864337101747174,0.23741007194244604,0.1829393627954779,0.14388489208633093,0.05344295991778006
LAKE,THE ACADEMY AT LAKE HILLS SCHOOL- SOUTH,35,0532,16,0,0,0,0,0,0,0,0,0,0
LAKE,THE VILLAGES ELEM OF LADY LAKE,35,0119,334,76,70,103,67,20,0.2275449101796407,0.20958083832335328,0.3083832335329341,0.20059880239520958,0.059880239520958084
LAKE,TREADWAY ELEMENTARY SCHOOL,35,0241,418,103,102,107,76,30,0.24641148325358853,0.24401913875598086,0.25598086124401914,0.18181818181818182,0.07177033492822966
LAKE,TRIANGLE ELEMENTARY SCHOOL,35,0521,345,134,87,71,42,13,0.3884057971014493,0.25217391304347825,0.20579710144927535,0.12173913043478261,0.03768115942028986
LAKE,UMATILLA ELEMENTARY SCHOOL,35,0561,316,83,91,74,47,20,0.2626582278481013,0.2879746835443038,0.23417721518987342,0.14873417721518986,0.06329113924050633
LAKE,UMATILLA HIGH SCHOOL,35,0231,469,149,111,93,74,42,0.31769722814498935,0.23667377398720682,0.19829424307036247,0.15778251599147122,0.08955223880597014
LAKE,UMATILLA MIDDLE SCHOOL,35,0571,548,203,139,91,84,33,0.3704379562043796,0.25364963503649635,0.16605839416058393,0.15328467153284672,0.060218978102189784
LAKE,WINDY HILL MIDDLE SCHOOL,35,0481,1271,356,291,246,216,153,0.2800944138473643,0.22895357985837922,0.1935483870967742,0.16994492525570418,0.12037765538945712
LEE,ALLEN PARK ELEMENTARY SCHOOL,36,0081,420,174,88,78,55,25,0.4142857142857143,0.20952380952380953,0.18571428571428572,0.13095238095238096,0.05952380952380952
LEE,ATHENIAN ACADEMY CHARTER SCHOOL,36,4305,248,70,64,51,45,18,0.28225806451612906,0.25806451612903225,0.2056451612903226,0.1814516129032258,0.07258064516129033
LEE,BAYSHORE ELEMENTARY SCHOOL,36,0521,291,65,62,84,48,32,0.22336769759450173,0.21305841924398625,0.28865979381443296,0.16494845360824742,0.10996563573883161
LEE,BONITA SPRINGS CHARTER SCHOOL,36,4102,880,222,206,186,171,98,0.25227272727272726,0.2340909090909091,0.21136363636363636,0.1943181818181818,0.11136363636363636
LEE,BONITA SPRINGS ELEMENTARY SCHOOL,36,0121,230,87,49,44,40,10,0.3782608695652174,0.21304347826086956,0.19130434782608696,0.17391304347826086,0.043478260869565216
LEE,BONITA SPRINGS HIGH SCHOOL,36,0841,729,218,153,120,143,95,0.299039780521262,0.20987654320987653,0.1646090534979424,0.19615912208504802,0.13031550068587106
LEE,BONITA SPRINGS MIDDLE CENTER FOR THE ARTS,36,0611,784,272,183,145,102,82,0.3469387755102041,0.23341836734693877,0.18494897959183673,0.13010204081632654,0.10459183673469388
LEE,CALOOSA ELEMENTARY SCHOOL,36,0571,488,123,100,124,97,44,0.2520491803278688,0.20491803278688525,0.2540983606557377,0.1987704918032787,0.09016393442622951
LEE,CALOOSA MIDDLE SCHOOL,36,0572,915,358,194,195,113,61,0.3912568306010929,0.21202185792349726,0.21311475409836064,0.12349726775956284,0.06666666666666667
LEE,CAPE CORAL HIGH SCHOOL,36,0621,949,256,190,171,209,123,0.2697576396206533,0.20021074815595363,0.18018967334035826,0.220231822971549,0.12961011591148577
LEE,CAPE ELEMENTARY SCHOOL,36,0131,406,82,85,110,83,46,0.2019704433497537,0.20935960591133004,0.270935960591133,0.2044334975369458,0.11330049261083744
LEE,CHALLENGER MIDDLE SCHOOL,36,0133,1121,311,262,239,213,97,0.2774308652988403,0.23371989295272078,0.21320249776984834,0.19000892060660124,0.08652988403211419
LEE,CITY OF PALMS CHARTER HIGH SCHOOL,36,4212,15,0,0,0,0,0,0,0,0,0,0
LEE,COLONIAL ELEMENTARY SCHOOL,36,0781,338,167,83,46,36,8,0.4940828402366864,0.2455621301775148,0.13609467455621302,0.10650887573964497,0.023668639053254437
LEE,CORONADO HIGH SCHOOL,36,4251,145,93,21,11,12,8,0.6413793103448275,0.14482758620689656,0.07586206896551724,0.08275862068965517,0.05517241379310345
LEE,COUNTY WIDE EXCEPTIONAL CHILD PROGRAMS,36,9450,21,0,0,0,0,0,0,0,0,0,0
LEE,CYPRESS LAKE HIGH SCHOOL,36,0531,735,256,115,122,151,87,0.34829931972789113,0.1564625850340136,0.16598639455782313,0.2054421768707483,0.11836734693877551
LEE,CYPRESS LAKE MIDDLE SCHOOL,36,0141,759,213,142,159,152,94,0.28063241106719367,0.18708827404479578,0.20948616600790515,0.2002635046113307,0.12384716732542819
LEE,DIPLOMAT ELEMENTARY SCHOOL,36,0771,557,108,121,143,135,48,0.19389587073608616,0.21723518850987433,0.25673249551166966,0.24236983842010773,0.08617594254937164
LEE,DIPLOMAT MIDDLE SCHOOL,36,0772,871,251,206,180,154,81,0.2881745120551091,0.2365097588978186,0.2066590126291619,0.17680826636050517,0.09299655568312284
LEE,DONNA J. BEASLEY TECHNICAL ACADEMY,36,4302,51,43,6,1,0,1,0.8431372549019608,0.11764705882352941,0.0196078431372549,0,0.0196078431372549
LEE,DR CARRIE D ROBINSON LITTLETON ELEMENTARY,36,0791,254,72,66,62,41,13,0.28346456692913385,0.25984251968503935,0.2440944881889764,0.16141732283464566,0.051181102362204724
LEE,DUNBAR HIGH SCHOOL,36,0831,912,464,174,132,87,54,0.5087719298245614,0.19078947368421054,0.14473684210526316,0.09539473684210527,0.05921052631578947
LEE,EAST LEE COUNTY HIGH SCHOOL,36,0745,967,435,233,146,110,44,0.4498448810754912,0.24095139607032057,0.15098241985522234,0.11375387797311272,0.045501551189245086
LEE,EDGEWOOD ACADEMY,36,0181,244,101,76,42,20,5,0.4139344262295082,0.3114754098360656,0.1721311475409836,0.08196721311475409,0.020491803278688523
LEE,EDISON PARK CREATIVE AND EXPRESSIVE ARTS,36,0191,215,43,36,54,50,30,0.2,0.16744186046511628,0.25116279069767444,0.23255813953488372,0.13953488372093023
LEE,ESTERO HIGH SCHOOL,36,0731,723,197,141,159,141,83,0.27247579529737204,0.1950207468879668,0.21991701244813278,0.1950207468879668,0.11479944674965421
LEE,FLORIDA SOUTHWESTERN COLLEGIATE HIGH SCHOOL,36,4155,189,11,18,37,66,56,0.0582010582010582,0.09523809523809523,0.19576719576719576,0.3492063492063492,0.2962962962962963
LEE,FORT MYERS HIGH SCHOOL,36,0221,915,196,165,192,220,142,0.21420765027322405,0.18032786885245902,0.2098360655737705,0.24043715846994534,0.1551912568306011
LEE,FORT MYERS MIDDLE ACADEMY,36,0211,587,330,108,86,43,16,0.5621805792163543,0.1839863713798978,0.1465076660988075,0.07325383304940375,0.027257240204429302
LEE,FRANKLIN PARK ELEMENTARY SCHOOL,36,0251,187,89,48,33,15,2,0.47593582887700536,0.25668449197860965,0.17647058823529413,0.08021390374331551,0.0106951871657754
LEE,FT. MYERS BEACH ELEM. SCHOOL,36,0201,27,2,2,4,9,4,0.07407407407407407,0.07407407407407407,0.14814814814814814,0.3333333333333333,0.14814814814814814
LEE,G. WEAVER HIPPS ELEMENTARY SCHOOL,36,0291,412,174,108,87,34,9,0.4223300970873786,0.2621359223300971,0.2111650485436893,0.0825242718446602,0.021844660194174758
LEE,GATEWAY CHARTER ELEMENTARY SCHOOL,36,4103,439,107,100,139,71,23,0.2437357630979499,0.22779043280182232,0.31662870159453305,0.16173120728929385,0.05239179954441914
LEE,GATEWAY CHARTER HIGH SCHOOL,36,4121,337,108,76,66,54,33,0.32047477744807124,0.22551928783382788,0.19584569732937684,0.16023738872403562,0.09792284866468842
LEE,GATEWAY CHARTER INTERMEDIATE SCHOOL,36,4261,1013,312,245,212,169,66,0.3079960513326752,0.2418558736426456,0.20927936821322804,0.16683119447186576,0.06515301085883514
LEE,GATEWAY ELEMENTARY SCHOOL,36,0811,444,154,76,92,73,51,0.34684684684684686,0.17117117117117117,0.2072072072072072,0.16441441441441443,0.11486486486486487
LEE,GATEWAY HIGH SCHOOL,36,0842,1273,388,255,261,242,127,0.30479183032207385,0.20031421838177532,0.20502749410840534,0.19010212097407697,0.0997643362136685
LEE,GULF ELEMENTARY SCHOOL,36,0672,621,139,103,155,143,81,0.22383252818035426,0.16586151368760063,0.249597423510467,0.23027375201288244,0.13043478260869565
LEE,GULF MIDDLE SCHOOL,36,0671,793,206,150,178,159,103,0.2597730138713745,0.18915510718789408,0.2244640605296343,0.2005044136191677,0.12988650693568726
LEE,HANCOCK CREEK ELEMENTARY SCHL,36,0801,378,131,97,80,49,20,0.34656084656084657,0.2566137566137566,0.21164021164021163,0.12962962962962962,0.05291005291005291
LEE,HARLEM HEIGHTS COMMUNITY CHARTER SCHOOL,36,4304,80,26,25,19,9,1,0.325,0.3125,0.2375,0.1125,0.0125
LEE,HARNS MARSH ELEMENTARY SCHOOL,36,0231,494,188,112,114,61,22,0.3805668016194332,0.22672064777327935,0.23076923076923078,0.12348178137651822,0.044534412955465584
LEE,HARNS MARSH MIDDLE SCHOOL,36,0582,1384,654,276,223,158,74,0.4725433526011561,0.1994219653179191,0.1611271676300578,0.11416184971098266,0.05346820809248555
LEE,HECTOR A. CAFFERATA JR ELEMENTARY SCHOOL,36,0712,276,61,77,81,47,10,0.2210144927536232,0.27898550724637683,0.29347826086956524,0.17028985507246377,0.036231884057971016
LEE,HEIGHTS ELEMENTARY SCHOOL,36,0421,556,122,106,125,131,74,0.21942446043165467,0.1906474820143885,0.22482014388489208,0.2356115107913669,0.13309352517985612
LEE,HERITAGE CHARTER ACADEMY OF CAPE CORAL,36,4231,116,48,35,17,13,3,0.41379310344827586,0.3017241379310345,0.14655172413793102,0.11206896551724138,0.02586206896551724
LEE,IDA S. BAKER HIGH SCHOOL,36,0861,960,307,202,182,187,86,0.31979166666666664,0.21041666666666667,0.18958333333333333,0.19479166666666667,0.08958333333333333
LEE,ISLAND COAST HIGH SCHOOL,36,0491,798,407,171,112,80,28,0.5100250626566416,0.21428571428571427,0.14035087719298245,0.10025062656641603,0.03508771929824561
LEE,ISLAND PARK HIGH SCHOOL,36,4274,62,50,6,2,4,0,0.8064516129032258,0.0967741935483871,0.03225806451612903,0.06451612903225806,0
LEE,J. COLIN ENGLISH ELEM. SCHOOL,36,0261,169,48,46,39,27,9,0.28402366863905326,0.27218934911242604,0.23076923076923078,0.15976331360946747,0.05325443786982249
LEE,JAMES STEPHENS ELEMENTARY SCHOOL,36,0592,227,92,77,30,20,7,0.4052863436123348,0.3392070484581498,0.13215859030837004,0.0881057268722467,0.030837004405286344
LEE,LEE COUNTY ACCELERATION ACADEMIES,36,0547,11,0,0,0,0,0,0,0,0,0,0
LEE,LEE COUNTY VIRTUAL FRANCHISE,36,7004,495,98,116,119,101,63,0.19797979797979798,0.23434343434343435,0.2404040404040404,0.20404040404040405,0.12727272727272726
LEE,LEHIGH ACRES MIDDLE SCHOOL,36,0691,1325,577,273,227,172,86,0.4354716981132076,0.2060377358490566,0.17132075471698113,0.129811320754717,0.0649056603773585
LEE,LEHIGH ELEMENTARY SCHOOL,36,0301,613,247,141,125,71,31,0.4029363784665579,0.2300163132137031,0.2039151712887439,0.11582381729200653,0.05057096247960848
LEE,LEHIGH SENIOR HIGH SCHOOL,36,0241,1126,407,275,197,175,73,0.3614564831261101,0.24422735346358793,0.17495559502664298,0.15541740674955595,0.06483126110124333
LEE,LEXINGTON MIDDLE SCHOOL,36,0351,1085,366,206,214,188,108,0.33732718894009217,0.18986175115207374,0.19723502304147467,0.17327188940092167,0.09953917050691244
LEE,MANATEE ELEMENTARY SCHOOL,36,0763,422,169,119,74,45,15,0.4004739336492891,0.28199052132701424,0.17535545023696683,0.1066350710900474,0.035545023696682464
LEE,MARINER HIGH SCHOOL,36,0721,961,336,221,183,159,58,0.34963579604578565,0.2299687825182102,0.19042663891779396,0.16545265348595214,0.060353798126951096
LEE,MARINER MIDDLE SCHOOL,36,0722,967,384,204,183,121,71,0.39710444674250256,0.2109617373319545,0.1892450879007239,0.125129265770424,0.0734229576008273
LEE,MID CAPE GLOBAL ACADEMY,36,4111,461,144,112,103,68,35,0.3123644251626898,0.24295010845986983,0.22342733188720174,0.1475054229934924,0.07592190889370933
LEE,MIRROR LAKES ELEMENTARY SCHOOL,36,0371,595,197,143,114,116,29,0.3310924369747899,0.24033613445378152,0.1915966386554622,0.1949579831932773,0.04873949579831933
LEE,NORTH FORT MYERS ACADEMY FOR THE ARTS,36,0601,817,248,164,168,138,101,0.30354957160342716,0.200734394124847,0.20563035495716034,0.1689106487148103,0.12362301101591187
LEE,NORTH FORT MYERS HIGH SCHOOL,36,0311,934,168,168,182,228,192,0.17987152034261242,0.17987152034261242,0.1948608137044968,0.24411134903640258,0.20556745182012848
LEE,NORTH NICHOLAS HIGH SCHOOL,36,4242,32,17,5,2,2,0,0.53125,0.15625,0.0625,0.0625,0
LEE,NORTHERN PALMS CHARTER HIGH SCHOOL,36,4303,13,0,0,0,0,0,0,0,0,0,0
LEE,OAK CREEK CHARTER SCHOOL OF BONITA SPRINGS,36,4281,388,200,89,53,35,13,0.5154639175257731,0.22938144329896906,0.13659793814432988,0.09020618556701031,0.03350515463917526
LEE,OAK HAMMOCK MIDDLE SCHOOL,36,0382,1540,749,303,226,165,97,0.4863636363636364,0.19675324675324676,0.14675324675324675,0.10714285714285714,0.06298701298701298
LEE,OASIS CHARTER ELEMENTARY SCHOOL-SOUTH,36,4143,447,34,97,164,119,34,0.07606263982102908,0.21700223713646533,0.3668903803131991,0.2662192393736018,0.07606263982102908
LEE,OASIS CHARTER HIGH SCHOOL,36,4181,420,80,83,100,89,69,0.19047619047619047,0.1976190476190476,0.23809523809523808,0.2119047619047619,0.16428571428571428
LEE,OASIS CHARTER MIDDLE SCHOOL,36,4171,817,90,158,212,227,133,0.11015911872705018,0.193390452876377,0.2594859241126071,0.2778457772337821,0.16279069767441862
LEE,OASIS ELEMENTARY CHARTER SCHOOL-NORTH,36,4151,375,44,73,114,99,45,0.11733333333333333,0.19466666666666665,0.304,0.264,0.12
LEE,ORANGE RIVER ELEMENTARY SCHOOL,36,0321,426,164,116,96,34,13,0.38497652582159625,0.27230046948356806,0.22535211267605634,0.07981220657276995,0.03051643192488263
LEE,ORANGEWOOD ELEMENTARY SCHOOL,36,0331,299,115,58,53,46,25,0.38461538461538464,0.1939799331103679,0.17725752508361203,0.15384615384615385,0.08361204013377926
LEE,PALM ACRES CHARTER HIGH SCHOOL,36,4223,19,13,0,4,2,0,0.6842105263157895,0,0.21052631578947367,0.10526315789473684,0
LEE,PATRIOT ELEMENTARY SCHOOL,36,0461,448,124,101,122,83,19,0.2767857142857143,0.22544642857142858,0.27232142857142855,0.18526785714285715,0.04241071428571429
LEE,PAUL LAURENCE DUNBAR MIDDLE SCHOOL,36,0161,995,357,189,166,166,120,0.3587939698492462,0.1899497487437186,0.16683417085427135,0.16683417085427135,0.12060301507537688
LEE,PELICAN ELEMENTARY SCHOOL,36,0641,473,103,107,127,91,43,0.21775898520084566,0.226215644820296,0.26849894291754756,0.19238900634249473,0.09090909090909091
LEE,PINE ISLAND ELEMENTARY SCHOOL,36,0341,125,27,26,28,31,13,0.216,0.208,0.224,0.248,0.104
LEE,PINEWOODS ELEMENTARY SCHOOL,36,0431,556,53,86,130,164,124,0.09532374100719425,0.15467625899280577,0.23381294964028776,0.2949640287769784,0.22302158273381295
LEE,RAY V. POTTORF ELEMENTARY SCHOOL,36,0162,404,144,84,92,67,19,0.3564356435643564,0.2079207920792079,0.22772277227722773,0.16584158415841585,0.04702970297029703
LEE,RAYMA C. PAGE ELEMENTARY SCHOOL,36,0734,419,83,72,87,102,72,0.19809069212410502,0.1718377088305489,0.20763723150357996,0.24343675417661098,0.1718377088305489
LEE,RIVER HALL ELEMENTARY SCHOOL,36,0093,465,156,115,84,86,26,0.33548387096774196,0.24731182795698925,0.18064516129032257,0.18494623655913978,0.05591397849462366
LEE,RIVERDALE HIGH SCHOOL,36,0591,843,254,179,158,178,73,0.3013048635824436,0.21233689205219455,0.1874258600237248,0.2111506524317912,0.08659549228944247
LEE,ROYAL PALM EXCEPTIONAL SCHOOL CENTER,36,0651,69,18,4,0,1,0,0.2608695652173913,0.057971014492753624,0,0.014492753623188406,0
LEE,SAN CARLOS PARK ELEMENTARY SCHOOL,36,0631,307,112,58,62,50,23,0.36482084690553745,0.18892508143322476,0.20195439739413681,0.16286644951140064,0.0749185667752443
LEE,SIX MILE CHARTER ACADEMY,36,4141,496,199,108,112,53,23,0.4012096774193548,0.21774193548387097,0.22580645161290322,0.10685483870967742,0.046370967741935484
LEE,SKYLINE ELEMENTARY SCHOOL,36,0751,501,136,97,134,95,36,0.2714570858283433,0.1936127744510978,0.26746506986027946,0.18962075848303392,0.0718562874251497
LEE,SOUTH FORT MYERS HIGH SCHOOL,36,0511,824,379,179,140,84,41,0.45995145631067963,0.21723300970873785,0.16990291262135923,0.10194174757281553,0.04975728155339806
LEE,SPRING CREEK ELEMENTARY SCHOOL,36,0681,286,94,65,65,45,16,0.32867132867132864,0.22727272727272727,0.22727272727272727,0.15734265734265734,0.055944055944055944
LEE,SUCCESS ACADEMY,36,0552,225,196,19,8,1,1,0.8711111111111111,0.08444444444444445,0.035555555555555556,0.0044444444444444444,0.0044444444444444444
LEE,SUNSHINE ELEMENTARY SCHOOL,36,0711,595,248,135,113,83,17,0.41680672268907565,0.226890756302521,0.1899159663865546,0.13949579831932774,0.02857142857142857
LEE,SW FL ADDICTION SERVICES-THE VINCE SMITH CNTR,36,0682,5,0,0,0,0,0,0,0,0,0,0
LEE,TANGLEWOOD ELEMENTARY SCHOOL,36,0561,370,96,57,78,92,46,0.2594594594594595,0.15405405405405406,0.21081081081081082,0.24864864864864866,0.12432432432432433
LEE,THE ALVA SCHOOL,36,0091,962,279,209,238,163,78,0.29002079002079,0.21725571725571727,0.24740124740124741,0.16943866943866945,0.08108108108108109
LEE,THE ISLAND SCHOOL,36,4100,28,2,2,5,0,2,0.07142857142857142,0.07142857142857142,0.17857142857142858,0,0.07142857142857142
LEE,THE SANIBEL SCHOOL,36,0361,138,5,8,45,38,42,0.036231884057971016,0.057971014492753624,0.32608695652173914,0.2753623188405797,0.30434782608695654
LEE,THREE OAKS ELEMENTARY SCHOOL,36,0741,497,87,84,140,129,56,0.1750503018108652,0.16901408450704225,0.28169014084507044,0.2595573440643863,0.11267605633802817
LEE,THREE OAKS MIDDLE SCHOOL,36,0821,1087,271,182,258,214,163,0.24931002759889603,0.16743330266789327,0.23735050597976082,0.1968721251149954,0.1499540018399264
LEE,TICE ELEMENTARY SCHOOL,36,0381,267,125,61,38,31,8,0.4681647940074906,0.22846441947565543,0.14232209737827714,0.11610486891385768,0.0299625468164794
LEE,TORTUGA PRESERVE ELEMENTARY SCHOOL,36,0597,522,182,122,120,65,33,0.3486590038314176,0.23371647509578544,0.22988505747126436,0.12452107279693486,0.06321839080459771
LEE,TRAFALGAR ELEMENTARY SCHOOL,36,0762,457,78,93,116,119,51,0.17067833698030635,0.20350109409190373,0.2538293216630197,0.2603938730853392,0.11159737417943107
LEE,TRAFALGAR MIDDLE SCHOOL,36,0761,954,200,194,213,212,137,0.20964360587002095,0.20335429769392033,0.22327044025157233,0.2222222222222222,0.14360587002096437
LEE,TREELINE ELEMENTARY SCHOOL,36,0471,616,206,138,134,94,46,0.3344155844155844,0.22402597402597402,0.21753246753246752,0.1525974025974026,0.07467532467532467
LEE,TROPIC ISLES ELEMENTARY SCHOOL,36,0391,375,113,83,94,60,25,0.30133333333333334,0.22133333333333333,0.25066666666666665,0.16,0.06666666666666667
LEE,VARSITY LAKES MIDDLE SCHOOL,36,0242,1268,520,266,228,178,72,0.41009463722397477,0.20977917981072555,0.17981072555205047,0.14037854889589904,0.056782334384858045
LEE,VETERANS PARK ACADEMY FOR THE ARTS,36,0851,1482,534,339,307,210,90,0.3603238866396761,0.22874493927125505,0.20715249662618085,0.1417004048582996,0.06072874493927125
LEE,VILLAS ELEMENTARY SCHOOL,36,0401,402,136,93,92,62,22,0.3383084577114428,0.23134328358208955,0.22885572139303484,0.15422885572139303,0.05472636815920398
LEE,YOUNG PARENT EDUCATION PROGRAM,36,0152,14,0,0,0,0,0,0,0,0,0,0
LEON,AMOS P. GODBY HIGH SCHOOL,37,0161,736,308,184,132,80,36,0.41847826086956524,0.25,0.1793478260869565,0.10869565217391304,0.04891304347826087
LEON,APALACHEE ELEMENTARY SCHOOL,37,0441,232,89,55,47,31,13,0.38362068965517243,0.23706896551724138,0.2025862068965517,0.1336206896551724,0.05603448275862069
LEON,ASTORIA PARK ELEMENTARY SCHOOL,37,0401,235,82,68,57,23,5,0.34893617021276596,0.28936170212765955,0.2425531914893617,0.09787234042553192,0.02127659574468085
LEON,BOND ELEMENTARY SCHOOL,37,1181,248,83,54,60,44,7,0.3346774193548387,0.21774193548387097,0.24193548387096775,0.1774193548387097,0.028225806451612902
LEON,BUCK LAKE ELEMENTARY SCHOOL,37,0521,370,32,64,103,105,64,0.08648648648648649,0.17297297297297298,0.27837837837837837,0.28378378378378377,0.17297297297297298
LEON,CANOPY OAKS ELEMENTARY SCHOOL,37,1161,306,89,64,84,51,17,0.2908496732026144,0.20915032679738563,0.27450980392156865,0.16666666666666666,0.05555555555555555
LEON,CHAIRES ELEMENTARY SCHOOL,37,0491,218,29,62,62,45,20,0.13302752293577982,0.28440366972477066,0.28440366972477066,0.20642201834862386,0.09174311926605505
LEON,DEERLAKE MIDDLE SCHOOL,37,0531,881,93,123,218,229,218,0.10556186152099886,0.13961407491486946,0.2474460839954597,0.2599318955732123,0.2474460839954597
LEON,DESOTO TRAIL ELEMENTARY SCHOOL,37,0511,324,30,46,96,79,69,0.09259259259259259,0.1419753086419753,0.2962962962962963,0.24382716049382716,0.21296296296296297
LEON,ELIZABETH COBB MIDDLE SCHOOL,37,0032,707,253,123,132,120,76,0.3578500707213578,0.173974540311174,0.1867043847241867,0.16973125884016974,0.1074964639321075
LEON,FAIRVIEW MIDDLE SCHOOL,37,0451,729,285,139,108,103,94,0.39094650205761317,0.1906721536351166,0.14814814814814814,0.1412894375857339,0.1289437585733882
LEON,FORT BRADEN SCHOOL,37,0561,436,186,127,70,38,16,0.42660550458715596,0.29128440366972475,0.16055045871559634,0.0871559633027523,0.03669724770642202
LEON,FRANK HARTSFIELD ELEM. SCHOOL,37,0041,152,67,39,24,14,8,0.4407894736842105,0.2565789473684211,0.15789473684210525,0.09210526315789473,0.05263157894736842
LEON,GILCHRIST ELEMENTARY SCHOOL,37,0381,452,42,62,113,137,103,0.09292035398230089,0.13716814159292035,0.25,0.3030973451327434,0.22787610619469026
LEON,GOVERNOR'S CHARTER SCHOOL,37,1441,195,87,46,39,19,4,0.4461538461538462,0.2358974358974359,0.2,0.09743589743589744,0.020512820512820513
LEON,GRIFFIN MIDDLE SCHOOL,37,0222,513,253,133,82,30,14,0.49317738791423,0.25925925925925924,0.15984405458089668,0.05847953216374269,0.02729044834307992
LEON,HAWKS RISE ELEMENTARY SCHOOL,37,1131,410,31,43,72,131,134,0.07560975609756097,0.1048780487804878,0.17560975609756097,0.3195121951219512,0.32682926829268294
LEON,HERITAGE TRAILS COMMUNITY SCHOOL,37,0452,1,0,0,0,0,0,0,0,0,0,0
LEON,J MICHAEL CONLEY ELEM SCHOOL AT SOUTHWOOD,37,1202,300,100,74,70,43,14,0.3333333333333333,0.24666666666666667,0.23333333333333334,0.14333333333333334,0.04666666666666667
LEON,JAMES RICKARDS HIGH SCHOOL,37,0051,797,362,151,104,108,72,0.45420326223337515,0.18946047678795483,0.13048933500627352,0.1355081555834379,0.0903387703889586
LEON,JOHN G RILEY ELEMENTARY SCHOOL,37,0231,221,95,59,37,21,9,0.4298642533936652,0.2669683257918552,0.167420814479638,0.09502262443438914,0.04072398190045249
LEON,KATE SULLIVAN ELEM. SCHOOL,37,0031,335,67,85,71,77,36,0.2,0.2537313432835821,0.21194029850746268,0.2298507462686567,0.10746268656716418
LEON,KILLEARN LAKES ELEM. SCHOOL,37,0481,400,25,68,101,120,81,0.0625,0.17,0.2525,0.3,0.2025
LEON,LAWTON CHILES HIGH SCHOOL,37,1141,935,145,173,164,248,206,0.15508021390374332,0.18502673796791444,0.1754010695187166,0.26524064171122996,0.22032085561497325
