district_number,district_name,school_number,school_name,grade,number_of_students,mean_scale_score,percentage_in_level_3_or_above,x1,x2,x3,x4,x5
50,PALM BEACH,2731,CROSSPOINTE ELEMENTARY SCHOOL,05,97,319,55,26,20,29,20,6
50,PALM BEACH,2741,ROYAL PALM BEACH ELEMENTARY SCHOOL,05,136,322,60,19,21,29,23,9
50,PALM BEACH,2751,BENOIST FARMS ELEMENTARY SCHL,05,60,308,35,45,20,17,15,3
50,PALM BEACH,2761,CHOLEE LAKE ELEMENTARY SCHOOL,05,154,300,25,56,19,16,6,3
50,PALM BEACH,2791,THE LEARNING CENTER ELS CENTER OF EXCELLENCE,05,4,NA,NA,NA,NA,NA,NA,NA
50,PALM BEACH,2801,PALM BEACH MARITIME ACADEMY ELEMENTARY,05,94,313,35,30,35,20,11,4
50,PALM BEACH,2811,VILLAGE ACADEMY ON THE ART & SARA JO KOBACKER,05,35,312,23,31,46,6,9,9
50,PALM BEACH,2861,PIERCE HAMMOCK ELEMENTARY,05,89,333,75,13,11,24,27,25
50,PALM BEACH,2911,WESTERN ACADEMY CHARTER SCHOOL,05,45,335,76,7,18,24,27,24
50,PALM BEACH,2941,PALM BEACH SCHOOL FOR AUTISM,05,4,NA,NA,NA,NA,NA,NA,NA
50,PALM BEACH,3024,HIGHRIDGE FAMILY CENTER,05,3,NA,NA,NA,NA,NA,NA,NA
50,PALM BEACH,3261,DIAMOND VIEW ELEMENTARY SCHOOL,05,112,316,54,27,20,34,14,5
50,PALM BEACH,3341,EQUESTRIAN TRAILS ELEMENTARY,05,145,335,77,10,12,23,31,23
50,PALM BEACH,3351,GRASSY WATERS ELEMENTARY,05,121,319,55,25,21,28,20,7
50,PALM BEACH,3361,ELBRIDGE GALE ELEMENTARY SCHOOL,05,164,335,79,7,14,27,29,23
50,PALM BEACH,3381,IMAGINE SCHOOLS CHANCELLOR CAMPUS,05,125,329,63,10,26,28,21,14
50,PALM BEACH,3382,"GLADES ACADEMY, INC",05,25,305,24,44,32,16,4,4
50,PALM BEACH,3394,"MONTESSORI ACADEMYOF EARLY ENRICHMENT, INC",05,26,307,27,42,31,15,12,0
50,PALM BEACH,3395,SOMERSET ACADEMY JFK CHARTER SCHOOL,05,74,313,45,35,20,23,15,7
50,PALM BEACH,3413,SOMERSET ACADEMY BOCA EAST,05,40,332,73,8,20,28,33,13
50,PALM BEACH,3431,RENAISSANCE CHARTER SCHOOL AT WEST PALM BEACH,05,90,334,77,4,19,30,33,13
50,PALM BEACH,3941,BEN GAMLA-PALM BEACH,05,38,338,82,3,16,18,47,16
50,PALM BEACH,3961,GARDENS SCHOOL OF TECHNOLOGY ARTS INC,05,43,321,53,30,16,28,12,14
50,PALM BEACH,4001,RENAISSANCE CHARTER SCHOOL AT WELLINGTON,05,69,321,54,16,30,30,14,9
50,PALM BEACH,4002,RENAISSANCE CHARTER SCHOOL AT SUMMIT,05,101,308,38,39,24,21,14,3
50,PALM BEACH,4020,FRANKLIN ACADEMY - BOYNTON BEACH,05,134,320,55,19,25,31,17,7
50,PALM BEACH,4030,OLYMPUS INTERNATIONAL ACADEMY,05,35,318,49,26,26,20,20,9
50,PALM BEACH,4031,SOMERSET ACADEMY WELLINGTON K-8,05,48,323,63,23,15,25,31,6
50,PALM BEACH,4050,RENAISSANCE CHARTER SCHOOL AT CYPRESS,05,78,318,47,23,29,26,18,4
50,PALM BEACH,4051,RENAISSANCE CHARTER SCHOOL AT CENTRAL PALM,05,87,318,49,26,24,18,23,8
50,PALM BEACH,4061,FRANKLIN ACADEMY- PALM BEACH GARDENS,05,110,322,55,18,26,21,26,8
50,PALM BEACH,4080,UNIVERSITY PREPARATORY ACADEMY PALM BEACH,05,34,314,41,32,26,24,9,9
50,PALM BEACH,4091,SOMERSET ACADEMY LAKES,05,67,315,40,28,31,21,16,3
50,PALM BEACH,4102,BRIDGE PREP ACADEMY OF PALM BEACH,05,23,318,48,22,30,22,22,4
50,PALM BEACH,7001,PALM BEACH VIRTUAL INSTRUCTION PROGRAM,05,10,341,100,0,0,30,50,20
51,PASCO,0021,RODNEY B. COX ELEMENTARY SCHL,05,51,308,27,31,41,22,6,0
51,PASCO,0032,TRINITY ELEMENTARY SCHOOL,05,87,330,72,5,23,32,29,11
51,PASCO,0059,DENHAM OAKS ELEMENTARY SCHOOL,05,131,323,56,17,27,25,22,9
51,PASCO,0060,"CHESTER W. TAYLOR, JR. ELEMENTARY SCHOOL",05,95,308,29,36,35,19,7,3
51,PASCO,0061,PASCO ELEMENTARY SCHOOL,05,80,309,31,44,25,16,10,5
51,PASCO,0065,JAMES M. MARLOWE ELEM. SCHOOL,05,82,316,46,28,26,28,17,1
51,PASCO,0070,CHASCO ELEMENTARY SCHOOL,05,91,308,35,40,25,27,5,2
51,PASCO,0072,SUNRAY ELEMENTARY SCHOOL,05,57,315,46,37,18,26,12,7
51,PASCO,0082,OAKSTEAD ELEMENTARY SCHOOL,05,194,327,64,10,26,29,23,12
51,PASCO,0083,GULF HIGHLANDS ELEMENTARY SCHOOL,05,86,305,26,50,24,13,10,2
51,PASCO,0084,DOUBLE BRANCH ELEMENTARY SCHOOL,05,157,320,47,23,30,22,17,9
51,PASCO,0085,TRINITY OAKS ELEMENTARY SCHOOL,05,103,321,56,20,23,26,22,8
51,PASCO,0091,WEST ZEPHYRHILLS ELEM. SCHOOL,05,99,304,25,47,27,14,8,3
51,PASCO,0092,NEW RIVER ELEMENTARY SCHOOL,05,132,313,41,30,30,22,17,2
51,PASCO,0093,GULF TRACE ELEMENTARY SCHOOL,05,66,313,45,36,18,23,18,5
51,PASCO,0110,VETERANS ELEMENTARY SCHOOL,05,126,316,44,25,30,24,16,5
51,PASCO,0112,WATERGRASS ELEMENTARY SCHOOL,05,146,321,52,26,22,21,19,12
51,PASCO,0117,ODESSA ELEMENTARY SCHOOL,05,143,330,69,17,13,25,24,20
51,PASCO,0119,SANDERS MEMORIAL ELEMENTARY SCHOOL,05,138,332,77,9,14,33,22,22
51,PASCO,0120,QUAIL HOLLOW ELEMENTARY SCHOOL,05,91,318,51,24,25,29,14,8
51,PASCO,0121,SHADY HILLS ELEMENTARY SCHOOL,05,77,318,48,26,26,21,23,4
51,PASCO,0122,WIREGRASS ELEMENTARY SCHOOL,05,172,328,68,13,19,27,28,13
51,PASCO,0125,BEXLEY ELEMENTARY SCHOOL,05,200,324,56,17,28,27,20,9
51,PASCO,0132,WOODLAND ELEMENTARY SCHOOL,05,112,311,37,33,30,21,13,4
51,PASCO,0201,CONNERTON ELEMENTARY SCHOOL,05,175,315,42,27,31,20,14,8
51,PASCO,0211,MITTYE P. LOCKE ELEM. SCHOOL,05,62,306,32,50,18,24,5,3
51,PASCO,0251,SAN ANTONIO ELEMENTARY SCHOOL,05,80,317,50,25,25,24,24,3
51,PASCO,0271,RICHEY ELEMENTARY SCHOOL,05,78,304,31,46,23,22,9,0
51,PASCO,0311,COTEE RIVER ELEMENTARY SCHOOL,05,67,311,42,39,19,19,18,4
51,PASCO,0321,LACOOCHEE ELEMENTARY SCHOOL,05,44,315,45,32,23,32,7,7
51,PASCO,0341,SCHRADER ELEMENTARY SCHOOL,05,78,306,36,45,19,19,12,5
51,PASCO,0351,FOX HOLLOW ELEMENTARY SCHOOL,05,77,298,13,61,26,12,0,1
51,PASCO,0401,CENTENNIAL ELEMENTARY SCHOOL,05,62,320,55,21,24,31,18,6
51,PASCO,0411,SEVEN SPRINGS ELEMENTARY SCHOOL,05,68,317,44,32,24,22,15,7
51,PASCO,0421,DEER PARK ELEMENTARY SCHOOL,05,79,328,62,10,28,24,23,15
51,PASCO,0451,DR. MARY GIELLA ELEMENTARY SCHOOL,05,92,317,48,24,28,29,15,3
51,PASCO,0701,CYPRESS ELEMENTARY SCHOOL,05,102,315,39,31,29,20,10,10
51,PASCO,0901,ANCLOTE ELEMENTARY SCHOOL,05,67,315,49,27,24,33,13,3
51,PASCO,0902,PINE VIEW ELEMENTARY SCHOOL,05,91,321,55,21,24,25,22,8
51,PASCO,0911,GULFSIDE ELEMENTARY SCHOOL,05,63,312,40,32,29,21,17,2
51,PASCO,0932,CALUSA ELEMENTARY SCHOOL,05,83,307,29,46,25,19,10,0
51,PASCO,0941,MOON LAKE ELEMENTARY SCHOOL,05,92,314,43,26,30,26,13,4
51,PASCO,0951,HUDSON ACADEMY,05,124,311,29,38,33,12,12,5
51,PASCO,0961,LAKE MYRTLE ELEMENTARY SCHOOL,05,112,320,56,22,21,23,23,10
51,PASCO,1411,STARKEY RANCH K-8,05,205,329,66,11,23,28,27,10
51,PASCO,2061,SAND PINE ELEMENTARY SCHOOL,05,93,327,69,16,15,31,23,15
51,PASCO,2071,WESLEY CHAPEL ELEMENTARY SCHL,05,163,323,63,20,17,29,26,7
51,PASCO,2081,LONGLEAF ELEMENTARY SCHOOL,05,111,327,63,9,28,30,24,9
51,PASCO,2091,SEVEN OAKS ELEMENTARY SCHOOL,05,115,329,64,15,21,23,27,14
51,PASCO,4301,DAYSPRING ACADEMY,05,89,322,57,19,24,34,13,10
51,PASCO,4302,ACADEMY AT THE FARM,05,68,333,79,3,18,32,35,12
51,PASCO,4307,COUNTRYSIDE MONTESSORI ACADEMY,05,43,339,84,5,12,23,35,26
51,PASCO,4321,ATHENIAN ACADEMY OF TECHNOLOGY AND THE ARTS,05,40,335,83,5,13,38,28,18
51,PASCO,4323,IMAGINE SCHOOL AT LAND O' LAKES,05,91,332,77,12,11,32,29,16
51,PASCO,4326,CLASSICAL PREPARATORY SCHOOL,05,112,321,54,16,30,31,17,5
51,PASCO,4327,LEARNING LODGE ACADEMY,05,25,326,56,12,32,12,32,12
51,PASCO,4328,PEPIN ACADEMIES OF PASCO COUNTY,05,16,288,0,69,31,0,0,0
51,PASCO,4329,PLATO ACADEMY TRINITY CHARTER SCHOOL,05,65,314,40,28,32,25,8,8
51,PASCO,4330,UNION PARK CHARTER ACADEMY,05,77,320,53,26,21,29,18,6
51,PASCO,4332,PINECREST ACADEMY WESLEY CHAPEL,05,93,328,67,12,22,25,33,9
51,PASCO,4333,INNOVATION PREPARATORY ACADEMY,05,89,325,60,21,19,20,29,10
51,PASCO,7023,PASCO VIRTUAL INSTRUCTION (DISTRICT PROVIDED),05,40,324,55,18,28,28,23,5
52,PINELLAS,0051,ANONA ELEMENTARY SCHOOL,05,71,333,75,11,14,21,31,23
52,PINELLAS,0111,AZALEA ELEMENTARY SCHOOL,05,70,316,40,24,36,17,16,7
52,PINELLAS,0131,BARDMOOR ELEMENTARY SCHOOL,05,59,316,47,34,19,24,15,8
52,PINELLAS,0151,BAUDER ELEMENTARY SCHOOL,05,108,331,71,11,18,28,26,18
52,PINELLAS,0161,BAY POINT ELEMENTARY SCHOOL,05,59,311,39,36,25,24,12,3
52,PINELLAS,0231,BAY VISTA FUNDAMENTAL ELEM.,05,90,335,77,10,13,19,34,23
52,PINELLAS,0271,BEAR CREEK ELEMENTARY SCHOOL,05,35,325,66,17,17,37,11,17
52,PINELLAS,0321,BELCHER ELEMENTARY SCHOOL,05,76,319,50,32,18,12,25,13
52,PINELLAS,0371,BELLEAIR ELEMENTARY SCHOOL,05,66,316,45,27,27,23,18,5
52,PINELLAS,0391,BLANTON ELEMENTARY SCHOOL,05,70,317,43,30,27,17,17,9
52,PINELLAS,0441,BROOKER CREEK ELEMENTARY SCHL,05,95,332,74,12,15,27,25,21
52,PINELLAS,0481,CAMPBELL PARK ELEMENTARY SCHOOL,05,53,306,26,40,34,13,11,2
52,PINELLAS,0811,CROSS BAYOU ELEMENTARY SCHOOL,05,50,310,44,32,24,34,10,0
52,PINELLAS,0851,CURLEW CREEK ELEMENTARY SCHOOL,05,83,326,61,12,27,28,25,8
52,PINELLAS,0991,LEILA DAVIS ELEMENTARY SCHOOL,05,79,326,65,18,18,24,25,15
52,PINELLAS,1071,DUNEDIN ELEMENTARY SCHOOL,05,71,307,28,44,28,17,4,7
52,PINELLAS,1131,EISENHOWER ELEMENTARY SCHOOL,05,120,315,44,28,28,24,13,7
52,PINELLAS,1211,FAIRMOUNT PARK ELEMENTARY SCHL,05,66,311,27,35,38,18,6,3
52,PINELLAS,1261,JOHN M. SEXTON ELEMENTARY SCHL,05,71,316,38,30,32,18,15,4
52,PINELLAS,1331,FOREST LAKES ELEMENTARY SCHOOL,05,65,332,77,9,14,28,32,17
52,PINELLAS,1341,FRONTIER ELEMENTARY SCHOOL,05,76,325,66,17,17,33,22,11
52,PINELLAS,1361,FUGUITT ELEMENTARY SCHOOL,05,77,332,71,10,18,23,29,19
52,PINELLAS,1421,LYNCH ELEMENTARY SCHOOL,05,63,316,48,29,24,32,11,5
52,PINELLAS,1471,PERKINS ELEMENTARY SCHOOL,05,82,321,52,22,26,23,17,12
52,PINELLAS,1481,GARRISON-JONES ELEMENTARY SCHL,05,77,327,60,14,26,26,18,16
52,PINELLAS,1691,GULFPORT MONTESSORI ELEM SCHL,05,57,316,47,28,25,30,14,4
52,PINELLAS,1781,HIGHLAND LAKES ELEMENTARY SCHL,05,108,324,63,15,22,31,24,7
52,PINELLAS,1801,CALVIN A. HUNSINGER SCHOOL,05,6,NA,NA,NA,NA,NA,NA,NA
52,PINELLAS,1811,HIGH POINT ELEMENTARY SCHOOL,05,78,315,40,27,33,21,17,3
52,PINELLAS,1821,DOUGLAS L. JAMERSON JR. ELEMENTARY,05,77,317,51,36,13,19,19,12
52,PINELLAS,1961,LAKEVIEW FUNDAMENTAL ELEM.,05,51,323,59,20,22,27,22,10
52,PINELLAS,2021,LAKEWOOD ELEMENTARY SCHOOL,05,46,312,41,37,22,30,11,0
52,PINELLAS,2141,LEALMAN AVENUE ELEMENTARY SCHOOL,05,60,309,38,38,23,25,10,3
52,PINELLAS,2151,LEALMAN INNOVATION ACADEMY,05,30,303,23,57,20,13,10,0
52,PINELLAS,2261,MADEIRA BEACH FUNDAMENTAL K-8,05,88,335,81,5,15,35,22,24
52,PINELLAS,2281,MAXIMO ELEMENTARY SCHOOL,05,41,302,29,51,20,17,12,0
52,PINELLAS,2301,MCMULLEN-BOOTH ELEMENTARY SCHL,05,68,322,57,18,25,32,15,10
52,PINELLAS,2371,MELROSE ELEMENTARY SCHOOL,05,32,320,53,16,31,34,16,3
52,PINELLAS,2381,MIDTOWN ACADEMY,05,57,334,70,18,12,11,30,30
52,PINELLAS,2431,MILDRED HELMS ELEM. SCHOOL,05,82,318,46,27,27,23,13,10
52,PINELLAS,2441,CHI CHI RODRIQUEZ ACADEMY,05,17,292,6,65,29,6,0,0
52,PINELLAS,2531,MOUNT VERNON ELEMENTARY SCHOOL,05,43,321,60,19,21,33,21,7
52,PINELLAS,2691,NORTH SHORE ELEMENTARY SCHOOL,05,67,315,48,30,22,21,15,12
52,PINELLAS,2791,NORTHWEST ELEMENTARY SCHOOL,05,80,322,55,23,23,28,18,10
52,PINELLAS,2921,OAKHURST ELEMENTARY SCHOOL,05,94,334,78,12,11,26,24,28
52,PINELLAS,2961,OLDSMAR ELEMENTARY SCHOOL,05,85,324,59,19,22,24,26,9
52,PINELLAS,3021,ORANGE GROVE ELEMENTARY SCHOOL,05,74,336,80,9,11,27,28,24
52,PINELLAS,3071,OZONA ELEMENTARY SCHOOL,05,104,325,59,20,21,26,14,18
52,PINELLAS,3131,CURTIS FUNDAMENTAL ELEMENTARY,05,87,333,76,9,15,22,37,17
52,PINELLAS,3181,ELISA NELSON ELEMENTARY,05,103,341,86,9,5,21,34,31
52,PINELLAS,3231,RICHARD L. SANDERS SCHOOL,05,5,NA,NA,NA,NA,NA,NA,NA
52,PINELLAS,3281,PASADENA FUNDAMENTAL ELEM.,05,87,335,76,10,14,18,33,24
52,PINELLAS,3341,CLEARWATER INTERMEDIATE,05,10,291,20,70,10,10,0,10
52,PINELLAS,3361,PINELLAS CENTRAL ELEM. SCHOOL,05,74,324,55,22,23,19,24,12
52,PINELLAS,3391,PINELLAS PARK ELEMENTARY SCHL,05,72,314,38,32,31,17,15,6
52,PINELLAS,3431,PLUMB ELEMENTARY SCHOOL,05,86,325,63,22,15,22,27,14
52,PINELLAS,3461,PONCE DE LEON ELEMENTARY SCHOOL,05,75,305,28,45,27,17,7,4
52,PINELLAS,3511,RIDGECREST ELEMENTARY SCHOOL,05,100,332,68,12,20,13,38,17
52,PINELLAS,3731,SAFETY HARBOR ELEMENTARY SCHOOL,05,89,326,62,17,21,25,25,12
52,PINELLAS,3751,SAWGRASS LAKE ELEMENTARY SCHL,05,71,314,35,31,34,18,13,4
52,PINELLAS,3761,JAMES B. SANDERLIN K-8,05,79,326,63,18,19,20,30,13
52,PINELLAS,3851,SAN JOSE ELEMENTARY SCHOOL,05,40,328,65,15,20,20,33,13
52,PINELLAS,3871,SANDY LANE ELEMENTARY SCHOOL,05,31,311,39,26,35,29,10,0
52,PINELLAS,3911,SEMINOLE ELEMENTARY SCHOOL,05,88,320,49,20,31,22,20,7
52,PINELLAS,3961,SEVENTY-FOURTH ST. ELEMENTARY,05,62,312,35,31,34,15,16,5
52,PINELLAS,4021,SHORE ACRES ELEMENTARY SCHOOL,05,108,324,59,20,20,27,20,12
52,PINELLAS,4121,SKYCREST ELEMENTARY SCHOOL,05,73,317,47,30,23,26,16,4
52,PINELLAS,4171,SKYVIEW ELEMENTARY SCHOOL,05,72,315,43,26,31,24,14,6
52,PINELLAS,4331,STARKEY ELEMENTARY SCHOOL,05,104,326,64,13,22,29,27,9
52,PINELLAS,4351,MARJORIE KINNAN RAWLINGS ELEM,05,83,312,45,41,14,18,20,6
52,PINELLAS,4381,SUNSET HILLS ELEMENTARY SCHOOL,05,65,333,69,11,20,22,26,22
52,PINELLAS,4491,TARPON SPRINGS ELEMENTARY SCHOOL,05,60,324,67,12,22,45,18,3
52,PINELLAS,4591,NEW HEIGHTS ELEMENTARY SCHOOL,05,78,317,45,22,33,29,12,4
52,PINELLAS,4661,TARPON SPRINGS FUNDAMENTAL ELE,05,64,342,92,2,6,22,47,23
52,PINELLAS,4701,WALSINGHAM ELEMENTARY SCHOOL,05,50,333,78,12,10,24,32,22
52,PINELLAS,4771,WESTGATE ELEMENTARY SCHOOL,05,87,326,69,18,13,32,24,13
52,PINELLAS,4931,WOODLAWN ELEMENTARY SCHOOL,05,32,307,25,41,34,13,9,3
52,PINELLAS,6251,SOUTHERN OAK ELEMENTARY SCHOOL,05,85,323,58,15,27,32,16,9
52,PINELLAS,6261,CYPRESS WOODS ELEMENTARY SCHL,05,99,335,77,6,17,22,36,18
52,PINELLAS,6271,SUTHERLAND ELEMENTARY SCHOOL,05,85,326,64,15,21,29,22,12
52,PINELLAS,6281,LAKE ST. GEORGE ELEM. SCHOOL,05,73,326,64,12,23,33,19,12
52,PINELLAS,6311,GULF BEACHES ELEMENTARY MAGNET SCHOOL,05,51,331,71,10,20,31,24,16
52,PINELLAS,6361,KINGS HIGHWAY ELEMENTARY MAGNET SCHOOL,05,29,326,66,17,17,21,34,10
52,PINELLAS,7004,PINELLAS VIRTUAL FRANCHISE,05,14,330,71,14,14,21,36,14
52,PINELLAS,7071,DROPOUT PREVENTION SCHOOL,05,27,280,4,85,11,4,0,0
52,PINELLAS,7131,ACADEMIE DA VINCI CHARTER SCHOOL,05,43,331,74,9,16,37,16,21
52,PINELLAS,7151,ATHENIAN ACADEMY,05,53,322,62,17,21,34,25,4
52,PINELLAS,7171,PINELLAS PREPARATORY ACADEMY,05,90,329,67,7,27,31,24,11
52,PINELLAS,7181,PLATO ACADEMY CLEARWATER,05,68,322,51,25,24,19,21,12
52,PINELLAS,7201,ALFRED ADLER ELEMENTARY SCHOOL,05,9,NA,NA,NA,NA,NA,NA,NA
52,PINELLAS,7281,PLATO ACADEMY PALM HARBOR CHARTER SCHOOL,05,45,332,69,18,13,22,24,22
52,PINELLAS,7291,PINELLAS ACADEMY OF MATH AND SCIENCE,05,86,323,55,19,27,29,15,10
52,PINELLAS,7331,DISCOVERY ACADEMY OF SCIENCE,05,67,334,70,1,28,22,28,19
52,PINELLAS,7381,PLATO ACADEMY LARGO CHARTER SCHOOL,05,43,315,40,30,30,19,12,9
52,PINELLAS,7481,PLATO SEMINOLE,05,45,324,60,16,24,31,18,11
52,PINELLAS,7581,PLATO ACADEMY CHARTER SCHOOL TARPON SPRINGS,05,41,327,61,17,22,27,20,15
52,PINELLAS,7681,PLATO ACADEMY OF ST.PETERSBURG,05,46,324,54,20,26,24,22,9
52,PINELLAS,7781,PLATO ACADEMY PINELLAS PARK CHARTER SCHOOL,05,69,319,43,23,33,22,19,3
53,POLK,0061,CARLTON PALMORE ELEM. SCHOOL,05,60,317,52,25,23,32,15,5
53,POLK,0081,CLEVELAND COURT ELEM. SCHOOL,05,57,330,63,12,25,21,18,25
53,POLK,0091,COMBEE ACADEMY OF DESIGN AND ENGINEERING,05,81,319,47,25,28,22,14,11
53,POLK,0101,CRYSTAL LAKE ELEMENTARY SCHOOL,05,50,302,26,48,26,24,2,0
53,POLK,0131,DIXIELAND ELEMENTARY SCHOOL,05,56,308,36,38,27,23,9,4
53,POLK,0151,PHILIP O'BRIEN ELEMENTARY SCHOOL,05,104,306,33,48,19,15,15,2
53,POLK,0181,MEDULLA ELEMENTARY SCHOOL,05,67,314,42,31,27,18,18,6
53,POLK,0191,R. BRUCE WAGNER ELEMENTARY SCHOOL,05,157,310,36,36,28,21,11,4
53,POLK,0201,NORTH LAKELAND ELEMENTARY SCHOOL OF CHOICE,05,83,303,27,48,25,13,11,2
53,POLK,0231,SOUTHWEST ELEMENTARY SCHOOL,05,64,314,38,30,33,16,16,6
53,POLK,0251,LINCOLN AVENUE ACADEMY,05,84,338,83,6,11,25,35,24
53,POLK,0261,ROCHELLE SCHOOL OF THE ARTS,05,81,320,53,31,16,23,20,10
53,POLK,0331,ALTA VISTA ELEMENTARY SCHOOL,05,130,304,29,49,22,15,10,4
53,POLK,0341,SANDHILL ELEMENTARY SCHOOL,05,179,308,27,40,34,15,9,3
53,POLK,0361,EASTSIDE ELEMENTARY SCHOOL,05,102,306,35,44,21,22,13,1
53,POLK,0391,BETHUNE ACADEMY,05,68,319,49,24,28,31,10,7
53,POLK,0401,DAVENPORT SCHOOL OF THE ARTS,05,108,324,57,20,22,24,20,13
53,POLK,0441,RIDGEVIEW GLOBAL STUDIES ACAD.,05,132,332,73,8,19,28,27,17
53,POLK,0531,FRANK E. BRIGHAM ACADEMY,05,80,332,70,10,20,26,24,20
53,POLK,0591,ELBERT ELEMENTARY SCHOOL,05,87,307,41,43,16,24,14,3
53,POLK,0601,FRED G. GARNER ELEMENTARY SCHL,05,136,308,32,39,29,20,10,2
53,POLK,0611,INWOOD ELEMENTARY SCHOOL,05,54,307,43,44,13,26,13,4
53,POLK,0621,LAKE SHIPP ELEMENTARY SCHOOL,05,84,309,33,36,31,17,11,6
53,POLK,0631,JOHN SNIVELY ELEMENTARY,05,63,312,40,33,27,22,17,0
53,POLK,0651,LAKE ALFRED ELEMENTARY SCHOOL,05,136,312,44,38,18,21,18,4
53,POLK,0681,WAHNETA ELEMENTARY SCHOOL,05,86,304,31,45,23,22,8,1
53,POLK,0712,JEWETT SCHOOL OF THE ARTS,05,79,320,49,25,25,27,16,6
53,POLK,0802,LEWIS ANNA WOODBURY ELEMENTARY SCHOOL,05,87,307,40,40,20,20,15,6
53,POLK,0841,LENA VISTA ELEMENTARY SCHOOL,05,148,313,42,31,27,21,16,5
53,POLK,0851,AUBURNDALE CENTRAL ELEMENTARY,05,56,315,43,32,25,25,13,5
53,POLK,0861,WALTER CALDWELL ELEM. SCHOOL,05,150,308,37,41,22,19,15,3
53,POLK,0881,POLK CITY ELEMENTARY SCHOOL,05,96,314,41,33,26,20,17,4
53,POLK,0921,REAL ACADEMY,05,26,292,12,62,27,8,0,4
53,POLK,0925,DAVENPORT ELEMENTARY,05,115,313,43,36,21,23,11,9
53,POLK,0932,COMPASS MIDDLE CHARTER SCHOOL,05,23,296,13,61,26,4,4,4
53,POLK,0933,CHAIN OF LAKES ELEMENTARY SCHOOL,05,154,316,42,28,31,21,11,10
53,POLK,0941,BARTOW ELEMENTARY ACADEMY,05,82,322,56,23,21,27,22,7
53,POLK,0961,FLORAL AVENUE ELEMENTARY SCHOOL,05,82,316,43,24,33,22,11,10
53,POLK,1032,CITRUS RIDGE A CIVICS ACADEMY,05,93,304,35,47,17,24,11,1
53,POLK,1041,ALTURAS ELEMENTARY SCHOOL,05,48,325,63,15,23,27,21,15
53,POLK,1061,HIGHLAND CITY ELEMENTARY SCHOOL,05,67,310,30,34,36,13,13,3
53,POLK,1141,PURCELL ELEMENTARY SCHOOL,05,96,309,35,44,21,23,10,2
53,POLK,1221,KATHLEEN ELEMENTARY SCHOOL,05,74,311,38,35,27,27,4,7
53,POLK,1231,GRIFFIN ELEMENTARY SCHOOL,05,61,304,28,49,23,15,11,2
53,POLK,1241,JESSE KEEN ELEMENTARY SCHOOL,05,122,295,15,58,27,7,7,1
53,POLK,1251,WINSTON ACADEMY OF ENGINEERING,05,84,330,69,18,13,25,20,24
53,POLK,1271,SLEEPY HILL ELEMENTARY SCHOOL,05,110,318,49,25,25,25,18,6
53,POLK,1281,HIGHLANDS GROVE ELEMENTARY SCHOOL,05,109,325,62,17,21,26,22,15
53,POLK,1351,POLK AVENUE ELEMENTARY SCHOOL,05,89,307,28,51,21,15,12,1
53,POLK,1361,HILLCREST ELEMENTARY SCHOOL,05,109,325,61,17,22,28,23,11
53,POLK,1362,HORIZONS ELEMENTARY SCHOOL,05,277,310,39,38,22,22,13,4
53,POLK,1371,SPOOK HILL ELEMENTARY SCHOOL,05,79,308,34,42,24,23,9,3
53,POLK,1401,JANIE HOWARD WILSON SCHOOL,05,79,312,42,42,16,22,15,5
53,POLK,1421,DALE R FAIR BABSON PARK ELEM.,05,76,322,53,17,30,30,13,9
53,POLK,1441,WILLOW OAK SCHOOL,05,140,312,43,34,23,26,12,4
53,POLK,1451,EDGAR L. PADGETT ELEMENTARY,05,74,310,32,31,36,15,14,4
53,POLK,1521,OSCAR J. POPE ELEMENTARY SCHOOL,05,48,302,23,52,25,10,10,2
53,POLK,1611,LAUREL ELEMENTARY SCHOOL,05,162,311,38,33,29,23,9,6
53,POLK,1681,SCOTT LAKE ELEMENTARY SCHOOL,05,116,320,60,22,17,30,22,9
53,POLK,1682,MCKEEL ACADEMY CENTRAL,05,88,335,76,5,19,31,24,22
53,POLK,1692,SOUTH MCKEEL ACADEMY,05,176,329,70,14,15,30,28,12
53,POLK,1701,EAGLE LAKE ELEMENTARY SCHOOL,05,119,312,40,36,24,21,11,8
53,POLK,1702,PALMETTO ELEMENTARY SCHOOL,05,82,307,34,38,28,18,13,2
53,POLK,1711,GARDEN GROVE ELEMENTARY SCHOOL,05,103,315,44,31,25,28,8,8
53,POLK,1731,PINEWOOD ELEMENTARY SCHOOL,05,127,312,40,31,28,21,15,4
53,POLK,1751,JAMES E. STEPHENS ELEM. SCHOOL,05,42,310,33,36,31,14,14,5
53,POLK,1781,DUNDEE ELEMENTARY ACADEMY,05,103,321,54,17,29,27,20,7
53,POLK,1811,CLARENCE BOSWELL ELEM. SCHOOL,05,93,300,16,57,27,9,6,1
53,POLK,1821,JAMES W. SIKES ELEMENTARY SCHL,05,99,315,48,30,21,26,16,6
53,POLK,1841,R. CLEM CHURCHWELL ELEMENTARY,05,103,307,36,46,18,20,12,4
53,POLK,1851,DR. NE ROBERTS ELEMENTARY SCHOOL,05,89,313,37,33,30,21,15,1
53,POLK,1861,ROSABELLE W. BLAKE ACADEMY,05,63,310,38,41,21,19,16,3
53,POLK,1881,WENDELL WATSON ELEMENTARY SCHOOL,05,134,314,46,30,25,30,11,4
53,POLK,1891,VALLEYVIEW ELEMENTARY SCHOOL,05,141,329,62,19,19,18,25,18
