File Name,REC. TIME,EVENT#,CALL TYPE,LOCATION,& Pd Zone:,Pd Grid:,Validation Link
10402 N 56th.pdf,06:17,2023013374,S49B-Alarm Business,10402 N 56th St.,Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=0&page=4
10402 N 56th.pdf,08:40,2023013676,RA-Risk Assessment,10402 N 56th St.,Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=1&page=4
10402 N 56th.pdf,17:13,2023014531,S68-Police Service C,10402 N 56th St.,Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=2&page=4
10402 N 56th.pdf,14:04,2023014756,1006-Busy,10402 N 56th St.,Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=3&page=4
10402 N 56th.pdf,05:57,2023015083,S49B-Alarm Business,10402 N 56th St.,,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=4&page=4
10402 N 56th.pdf,17:50,2023016037,S22-Disturbance,10402 N 56th St.,,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=5&page=4
10402 N 56th.pdf,17:55,2023016038,S13P-Suspicious Pers,10402 N 56th St.,,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=6&page=4
10402 N 56th.pdf,08:35,2023016578,FP-Foot Patrol,10402 N 56th St.,,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=7&page=4
10402 N 56th.pdf,07:30,2023017244,STER-Traffic Enforce,10402 N 56th St.,Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=8&page=4
10402 N 56th.pdf,07:29,2023017501,STER-Traffic Enforce,10402 N 56th St.,Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=9&page=4
10402 N 56th.pdf,15:02,2023017588,FP-Foot Patrol,10402 N 56th St.,,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=10&page=4
10402 N 56th.pdf,00:20,2023017652,K9-T-K9-Training,10402 N 56th St.,,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=11&page=4
10402 N 56th.pdf,07:23,2023017695,S68-Police Service C,10402 N 56th St.,,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=12&page=4
10402 N 56th.pdf,08:51,2023017881,SSD-Safe School Dril,10402 N 56th St.,,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=13&page=4
10402 N 56th.pdf,10:48,2023018283,K9-T-K9-Training,10402 N 56th St.,,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=14&page=4
10402 N 56th.pdf,07:36,2023018620,STER-Traffic Enforce,10402 N 56th St.,Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=15&page=4
10402 N 56th.pdf,07:19,2023018824,STER-Traffic Enforce,10402 N 56th St.,Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=16&page=4
10402 N 56th.pdf,07:29,2023019071,FP-Foot Patrol,10402 N 56th St.,,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=17&page=4
10402 N 56th.pdf,08:52,2023019083,SSD-Safe School Dril,10402 N 56th St.,,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=18&page=4
10402 N 56th.pdf,07:48,2023019261,S17-Attempt To Conta,10402 N 56th St.,,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=19&page=4
10402 N 56th.pdf,05:09,2023019390,S17-Attempt To Conta,10402 N 56th St.,,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=20&page=4
10402 N 56th.pdf,09:02,2023019417,DIR P,10402 N 56th St.,ន,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=21&page=4
10402 N 56th.pdf,09:41,2023019896,FP-Foot Patrol,10402 N 56th St.,ន,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=22&page=4
10402 N 56th.pdf,12:57,2023019946,DIR P,10402 N 56th St.,ន,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=23&page=4
10402 N 56th.pdf,07:36,2023020396,STER-Traffic Enforce,10402 N 56th St.,ន,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=24&page=4
10402 N 56th.pdf,14:38,2023020513,S68-Police Service C,10402 N 56th St.,ន,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=25&page=4
10402 N 56th.pdf,21:25,2023020744,DIR P,10402 N 56th St.,ន,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=26&page=4
10402 N 56th.pdf,22:12,2023020912,DIR P,10402 N 56th St.,ន,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=27&page=4
10402 N 56th.pdf,23:41,2023021347,S49B-Alarm Business,10402 N 56th St.,ន,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=28&page=4
10402 N 56th.pdf,07:24,2023021625,STER-Traffic Enforce,10402 N 56th St.,ន Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=29&page=4
10402 N 56th.pdf,14:30,2023021720,FP-Foot Patrol,10402 N 56th St.,ន Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=30&page=4
10402 N 56th.pdf,18:25,2023021777,S68-Police Service C,10402 N 56th St.,ន Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=31&page=4
10402 N 56th.pdf,21:51,2023022074,DIR P,10402 N 56th St.,ន Z2,221 1220,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=32&page=4
10402 N 56th.pdf,07:28,2023022167,FP-Foot Patrol,10402 N 56th St.,ន Z2,221,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=bbf4d122b1e7c999_db477e65b9a17d34&schid=8013&row=33&page=4
124 Flotto.pdf,10:54,2023007561,RA-Risk Assessment,124 Flotto Ave.,ន,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=0&page=2
124 Flotto.pdf,14:03,2023007714,S45-911 Hang Up,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=1&page=2
124 Flotto.pdf,07:06,2023008641,STER-Traffic Enforce,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=2&page=2
124 Flotto.pdf,07:26,2023008647,T-Traffic Stop,124 Flotto Ave.,ន,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=3&page=2
124 Flotto.pdf,01:11,2023009001,K9-T-K9-Training,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=4&page=2
124 Flotto.pdf,11:01,2023009642,RA-Risk Assessment,124 Flotto Ave.,ន,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=5&page=2
124 Flotto.pdf,07:20,2023011892,STER-Traffic Enforce,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=6&page=2
124 Flotto.pdf,07:40,2023012035,STER-Traffic Enforce,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=7&page=2
124 Flotto.pdf,16:19,2023012334,S68-Police Service C,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=8&page=2
124 Flotto.pdf,05:46,2023012438,S15-Special Detail,124 Flotto Ave.,ន,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=9&page=2
124 Flotto.pdf,11:05,2023013061,FP-Foot Patrol,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=10&page=2
124 Flotto.pdf,07:49,2023013213,DIR P,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=11&page=2
124 Flotto.pdf,10:53,2023013449,RA-Risk Assessment,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=12&page=2
124 Flotto.pdf,07:09,2023014112,STER-Traffic Enforce,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=13&page=2
124 Flotto.pdf,13:56,2023014216,S31SD-Sim. Battery/a,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=14&page=2
124 Flotto.pdf,07:25,2023014398,STER-Traffic Enforce,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=15&page=2
124 Flotto.pdf,10:57,2023014469,,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=16&page=2
124 Flotto.pdf,12:04,2023014472,,124 Flotto Ave.,ន,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=17&page=2
124 Flotto.pdf,07:37,2023014673,STER-Traffic Enforce,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=18&page=2
124 Flotto.pdf,08:30,2023014898,FP-Foot Patrol,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=19&page=2
124 Flotto.pdf,14:02,2023015999,STER-Traffic Enforce,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=20&page=2
124 Flotto.pdf,07:54,2023016117,SSD-Safe School Dril,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=21&page=2
124 Flotto.pdf,16:10,2023016647,AOA-Assist Other Age,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=22&page=2
124 Flotto.pdf,07:40,2023017017,STER-Traffic Enforce,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=23&page=2
124 Flotto.pdf,07:27,2023017243,STER-Traffic Enforce,124 Flotto Ave.,ន Z2,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=24&page=2
124 Flotto.pdf,10:34,2023017537,S14-Information,124 Flotto Ave.,ន,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=25&page=2
124 Flotto.pdf,07:08,2023018411,STER-Traffic Enforce,124 Flotto Ave.,ន Z2,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=26&page=2
124 Flotto.pdf,12:47,2023018701,S14-Information,124 Flotto Ave.,ន,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=27&page=2
124 Flotto.pdf,11:46,2023018891,S45-911 Hang Up,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=28&page=2
124 Flotto.pdf,07:14,2023019068,STER-Traffic Enforce,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=29&page=2
124 Flotto.pdf,13:19,2023019131,1017-Conducting Inve,124 Flotto Ave.,ន Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=30&page=2
124 Flotto.pdf,07:11,2023021385,STER-Traffic Enforce,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=31&page=2
124 Flotto.pdf,12:15,2023022219,S17-Attempt To Conta,124 Flotto Ave.,ន,236,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=d458a823daf175a6_db477e65b9a17d34&schid=8013&row=32&page=2
304 Druid Hills.pdf,14:40,2023013718,RA-Risk Assessment,304 Druid Hills Rd.,Z2,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8013&row=0&page=1
304 Druid Hills.pdf,15:38,2023014768,S22-Disturbance,304 Druid Hills Rd.,Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8013&row=1&page=1
304 Druid Hills.pdf,07:47,2023016115,DIR P,304 Druid Hills Rd.,Z2,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8013&row=2&page=1
304 Druid Hills.pdf,17:06,2023017126,DIR P,304 Druid Hills Rd.,Z2,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8013&row=3&page=1
304 Druid Hills.pdf,12:14,2023018692,FP-Foot Patrol,304 Druid Hills Rd.,Z2,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8013&row=4&page=1
304 Druid Hills.pdf,13:50,2023018713,SSD-Safe School Dril,304 Druid Hills Rd.,Z2,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8013&row=5&page=1
304 Druid Hills.pdf,15:49,2023018956,RA-Risk Assessment,304 Druid Hills Rd.,Z2,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8013&row=6&page=1
304 Druid Hills.pdf,21:13,2023018994,DIR.P.,304 Druid Hills Rd.,Z2,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8013&row=7&page=1
304 Druid Hills.pdf,12:42,2023020209,,304 Druid Hills Rd.,Z2,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8013&row=8&page=1
304 Druid Hills.pdf,08:58,2023020424,S14-Information,304 Druid Hills Rd.,Z2,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8013&row=9&page=1
304 Druid Hills.pdf,15:16,2023021481,DIR P,304 Druid Hills Rd.,Z2,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8013&row=10&page=1
304 Druid Hills.pdf,15:14,2023021734,DIR P,304 Druid Hills Rd.,Z2,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8013&row=11&page=1
304 Druid Hills.pdf,14:49,2023022242,SSD-Safe School Dril,304 Druid Hills Rd.,Z2,223,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=6b4721f81e003c82_db477e65b9a17d34&schid=8013&row=12&page=1
405 S Riverhills.pdf,07:56,2022041101,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8013&row=0&page=1
405 S Riverhills.pdf,08:50,2022041107,RA-Risk Assessment,405 S Riverhills Dr.,Z3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8013&row=1&page=1
405 S Riverhills.pdf,18:42,2022041177,S16-Highway Obstruct,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8013&row=2&page=1
405 S Riverhills.pdf,08:46,2022043290,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8013&row=3&page=1
405 S Riverhills.pdf,14:45,2022043340,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8013&row=4&page=1
405 S Riverhills.pdf,08:43,2022044030,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8013&row=5&page=1
405 S Riverhills.pdf,10:07,2022044217,SSD-Safe School Dril,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8013&row=6&page=1
405 S Riverhills.pdf,17:29,2022044771,S17-Attempt To Conta,405 S Riverhills Dr.,Z3,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8013&row=7&page=1
405 S Riverhills.pdf,08:38,2022046850,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8013&row=8&page=1
405 S Riverhills.pdf,14:50,2022046897,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8013&row=9&page=1
405 S Riverhills.pdf,13:53,2022047020,SSD-Safe School Dril,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8013&row=10&page=1
405 S Riverhills.pdf,14:44,2022047030,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8013&row=11&page=1
405 S Riverhills.pdf,08:40,2022047250,STER-Traffic Enforce,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8013&row=12&page=1
405 S Riverhills.pdf,08:28,2022049104,S68-Police Service C,405 S Riverhills Dr.,Z3,312,https://journaliststudio.google.com/pinpoint-extract/preview?collection=db477e65b9a17d34&job=fb839ccbe5807225&docid=8976419aa884fb06_db477e65b9a17d34&schid=8013&row=13&page=1
